Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Batch,Heat,Lot,Note,Sample,Mode,Ag,Ag 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Cd,Cd 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma,Ca,Ca 2-Sigma,K,K 2-Sigma,Al,Al 2-Sigma,Ba,Ba 2-Sigma,Cl,Cl 2-Sigma,Mg,Mg 2-Sigma,P,P 2-Sigma,S,S 2-Sigma,Si,Si 2-Sigma,Satellites,Altitude,Latitude,Longitude,Grid,Easting,Northing,
643,Mining,60.39,24.14,9.14,0.00,9.87,"Thu Jul 31, 2025 - 00:30:21",User,1,ppm,,,,,,Mining,2.1742 , 1.2508,<LOD,0.3753,<LOD,0.8701,966616.1875 , 505.5475,<LOD,0.4724,14.7694 , 3.6057,<LOD,4.2390,<LOD,5.3099,<LOD,1.6261,171.9902 , 8.1392,<LOD,0.0000,<LOD,0.8023,<LOD,10.0448,0.8681 , 0.3627,3.0850 , 0.3048,<LOD,2.4917,<LOD,0.4238,2.4237 , 0.3482,<LOD,0.3297,<LOD,0.0000,<LOD,2.2679,<LOD,0.2792,<LOD,1.8533,0.7502 , 0.1210,<LOD,0.0000,1.1187 , 0.2725,55.4751 , 8.0176,<LOD,0.7250,<LOD,3.4700,<LOD,2.4927,2.5703 , 0.2221,25.0193 , 1.2036,3.2057 , 0.2625,<LOD,20.5346,<LOD,25.7589,455.1478 , 63.4072,<LOD,9.4350,750.2820 , 17.6447,<LOD,707.1893,4565.5454 , 100.9676,284.1545 , 14.1703,27045.2031 , 132.0664,7,4.000000,40.871170,-124.101608,10.000000,407172.187500,4525040.000000,
644,Mining,60.18,9.43,9.04,0.00,9.06,"Thu Jul 31, 2025 - 00:43:59",User,1,ppm,,,,,,Mining,1.0900 , 0.6885,<LOD,0.5241,<LOD,1.4140,770143.8750 , 1106.1633,<LOD,0.7355,<LOD,2.2911,<LOD,5.5963,<LOD,3.9419,<LOD,2.2912,206.5378 , 10.1598,<LOD,0.0000,<LOD,1.2012,<LOD,14.8434,<LOD,0.5928,<LOD,0.4724,<LOD,3.1297,<LOD,0.5454,<LOD,0.8564,<LOD,0.3787,<LOD,0.0000,<LOD,3.1683,<LOD,0.4248,<LOD,2.3697,<LOD,0.1855,<LOD,0.0000,<LOD,0.7026,<LOD,10.8216,<LOD,0.8039,7.5528 , 2.2292,<LOD,3.3405,<LOD,0.3337,<LOD,1.2698,<LOD,0.4254,<LOD,10.1362,<LOD,23.1435,<LOD,168.5233,<LOD,18.3425,<LOD,30.1286,<LOD,1105.9443,<LOD,62.5380,<LOD,22.6083,229640.8906 , 355.0778,9,1.100000,40.871105,-124.101616,10.000000,407171.281250,4525032.500000,
645,Mining,60.73,17.91,9.87,9.76,14.68,"Thu Jul 31, 2025 - 00:46:18",User,1,ppm,,,,,,Mining,<LOD,2.3510,<LOD,1.0863,<LOD,2.8879,503947.8750 , 5138.3721,<LOD,1.5504,<LOD,3.4469,<LOD,70.0717,107.0780 , 8.4917,151.8379 , 5.2528,66862.0859 , 134.8632,<LOD,0.0000,<LOD,4.1119,1768.8322 , 39.4210,<LOD,1.0358,3.5484 , 0.5712,73.9701 , 7.1718,<LOD,1.2061,<LOD,1.9129,6.5042 , 0.6406,<LOD,0.0000,<LOD,6.5406,<LOD,0.8990,28.5907 , 3.9505,212.2681 , 1.1717,<LOD,0.0000,<LOD,1.1249,5348.7866 , 56.6285,<LOD,1.8823,175.4779 , 16.8173,<LOD,7.5817,22.0502 , 0.6118,69.3716 , 2.9507,60.7584 , 1.0684,48169.5781 , 254.5721,5432.9883 , 114.2266,105790.4062 , 1431.7576,627.0947 , 223.8221,<LOD,68.6355,61948.1328 , 3632.6152,1893.8884 , 149.9091,336.1199 , 37.5366,196962.7500 , 552.4098,8,3.100000,40.871147,-124.101662,10.000000,407167.687500,4525037.500000,
646,Mining,60.27,22.80,0.00,9.78,8.81,"Thu Jul 31, 2025 - 00:49:43",User,1,ppm,,,,,,Mining,<LOD,2.5527,1.3860 , 0.7457,<LOD,2.6676,521215.4062 , 5142.5664,<LOD,1.4013,<LOD,3.7220,<LOD,68.6066,83.9917 , 7.9200,207.7586 , 5.7216,69523.2656 , 133.3031,<LOD,0.0000,<LOD,2.5307,3857.9460 , 52.5531,<LOD,0.9993,3.0355 , 0.5531,87.9820 , 6.9887,<LOD,1.1691,<LOD,2.0615,6.7466 , 0.6337,<LOD,0.0000,<LOD,7.0089,<LOD,0.8068,26.1921 , 4.2206,203.9662 , 1.1221,<LOD,0.0000,<LOD,1.0353,4022.2332 , 50.2836,<LOD,2.2645,115.9928 , 14.3934,<LOD,7.3937,20.8167 , 0.5883,57.3481 , 2.7295,62.4227 , 1.0446,37904.0586 , 226.6455,4447.9062 , 103.1012,73861.7812 , 1139.3086,596.3087 , 212.8405,<LOD,57.5058,102249.0391 , 4013.1685,1082.6711 , 115.4509,<LOD,45.8628,180361.7812 , 508.2904,9,4.200000,40.871120,-124.101631,10.000000,407169.875000,4525034.500000,
647,Mining,64.67,18.35,11.50,9.57,13.66,"Thu Jul 31, 2025 - 01:03:03",User,1,ppm,,,,,,Mining,<LOD,2.0774,<LOD,0.9488,<LOD,2.3578,490569.9688 , 3795.2070,<LOD,1.0833,<LOD,3.0445,<LOD,56.9993,67.8208 , 7.2283,153.3290 , 4.3753,60440.3984 , 140.1595,<LOD,0.0000,<LOD,2.5309,1011.0461 , 27.1178,<LOD,0.8510,2.1897 , 0.4604,62.6202 , 5.6456,4.3169 , 0.7224,<LOD,1.6672,8.3823 , 0.5738,<LOD,0.0000,<LOD,5.6825,<LOD,0.6770,18.7280 , 3.4016,303.4594 , 1.2194,<LOD,0.0000,<LOD,0.8046,5658.4678 , 54.4114,<LOD,1.6788,175.7691 , 16.0432,<LOD,5.7446,18.6089 , 0.4939,52.7597 , 2.2474,54.4397 , 0.9353,50250.9102 , 252.1250,6214.0820 , 113.7377,135398.9531 , 1221.3243,371.8356 , 132.7491,<LOD,47.8635,54998.3867 , 2666.7283,1258.7494 , 108.6739,160.2257 , 26.0049,192744.5469 , 463.5758,10,6.700000,40.871101,-124.101677,10.000000,407166.500000,4525032.500000,
648,Mining,61.05,8.75,9.18,9.01,0.00,"Thu Jul 31, 2025 - 01:16:22",User,1,ppm,,,,,,Mining,<LOD,2.6532,<LOD,1.2939,<LOD,3.0565,497331.2500 , 5003.4453,<LOD,1.5391,<LOD,3.8149,<LOD,71.5027,110.0794 , 10.3732,109.2994 , 4.9262,63956.2852 , 128.5200,<LOD,0.0000,<LOD,3.0198,1206.7725 , 35.6478,<LOD,1.0933,3.8161 , 0.6049,66.3700 , 7.3956,5.7451 , 0.9563,<LOD,2.1265,5.9585 , 0.6622,<LOD,0.0000,<LOD,7.3418,<LOD,0.9194,32.9969 , 4.3423,183.0234 , 1.1184,<LOD,0.0000,<LOD,1.1305,7901.6895 , 76.5387,<LOD,2.5848,292.8676 , 23.6882,<LOD,7.9434,29.4162 , 0.6909,84.7962 , 3.2536,77.9731 , 1.1576,61537.5508 , 320.1768,5126.0625 , 129.3758,122375.5391 , 1501.1272,670.7275 , 239.3851,<LOD,58.7121,39414.4258 , 3155.2371,840.6682 , 114.2404,<LOD,48.5305,198636.6875 , 542.5424,10,-3.200000,40.871098,-124.101784,10.000000,407157.500000,4525032.000000,
649,Mining,60.33,23.67,0.00,9.56,9.70,"Thu Jul 31, 2025 - 01:25:45",User,1,ppm,,,,,,Mining,<LOD,2.1627,2.0516 , 0.7682,<LOD,3.4381,425702.2500 , 4866.1060,<LOD,1.4298,<LOD,3.0142,<LOD,70.2580,113.7467 , 9.5642,176.7095 , 5.5070,65744.1016 , 155.9828,<LOD,0.0000,<LOD,2.4233,1153.1748 , 33.9094,<LOD,1.2984,4.3046 , 0.5731,65.2352 , 7.0396,<LOD,1.1825,<LOD,1.7133,8.9158 , 0.6788,<LOD,0.0000,<LOD,5.6501,<LOD,0.9164,36.1786 , 3.4214,214.2686 , 1.1977,<LOD,0.0000,<LOD,1.0427,6831.7998 , 69.9026,<LOD,2.1322,244.7088 , 21.0261,<LOD,7.5237,22.6392 , 0.6199,81.6327 , 3.1194,69.4253 , 1.1147,55688.9688 , 301.1120,5920.6396 , 130.3794,152509.4062 , 1508.2037,554.3525 , 197.8734,<LOD,52.2964,58099.3281 , 3102.3914,836.2742 , 108.4232,598.3254 , 34.3221,225321.5469 , 525.2479,8,-20.000000,40.871235,-124.101608,10.000000,407172.156250,4525047.000000,
650,Mining,60.80,19.15,9.53,8.66,14.55,"Thu Jul 31, 2025 - 01:32:25",User,1,ppm,,,,,,Mining,<LOD,2.8892,<LOD,1.2618,<LOD,2.5744,600423.0000 , 3215.5073,<LOD,1.3009,<LOD,3.2236,<LOD,67.8417,48.9011 , 7.6220,11.2613 , 2.9319,73991.4453 , 138.3292,<LOD,0.0000,<LOD,2.0977,1069.7231 , 29.9158,<LOD,1.0044,5.3876 , 0.5495,23.6454 , 6.2055,6.6417 , 0.8748,<LOD,1.7141,23.5962 , 0.8059,<LOD,0.0000,<LOD,7.4911,<LOD,0.7967,18.2639 , 3.5800,225.0497 , 1.1292,<LOD,0.0000,<LOD,1.0046,6902.3335 , 62.0391,<LOD,2.3876,202.2346 , 18.1300,<LOD,6.5018,22.5908 , 0.6059,90.1812 , 2.9488,107.1557 , 1.1926,34309.9297 , 221.5533,9298.4541 , 142.2242,71372.8594 , 921.1904,741.0448 , 264.4630,<LOD,55.4950,22340.9922 , 2456.4009,1385.6062 , 118.2137,200.8105 , 30.7674,177178.9219 , 483.4786,6,17.400000,40.871014,-124.101646,10.000000,407168.906250,4525022.500000,
651,Mining,60.78,23.75,8.95,0.00,9.10,"Thu Jul 31, 2025 - 01:55:11",User,1,ppm,,,,,,Mining,<LOD,1.9453,<LOD,1.2607,<LOD,2.6911,488543.7500 , 3394.7146,<LOD,1.3874,<LOD,2.8238,<LOD,70.3750,51.0277 , 8.2769,52.3459 , 3.5972,80535.5391 , 170.2380,<LOD,0.0000,2.9780 , 1.4871,1358.3788 , 32.7334,<LOD,1.0244,8.1395 , 0.5767,52.0351 , 6.6031,9.0694 , 0.9279,<LOD,1.5674,31.8685 , 0.8907,<LOD,0.0000,<LOD,5.1939,<LOD,0.8139,23.7960 , 3.1169,277.3365 , 1.2856,<LOD,0.0000,<LOD,1.0757,8955.4951 , 73.4974,<LOD,1.8667,258.6457 , 21.6656,<LOD,6.3371,32.2941 , 0.6873,134.2943 , 3.4680,136.8078 , 1.3473,39237.1875 , 252.0251,11223.5186 , 163.5734,106934.4688 , 1007.1682,811.6308 , 289.6333,1313.7350 , 38.9901,37907.4609 , 2398.8564,1875.7975 , 117.8786,414.0820 , 27.6068,219818.3438 , 469.7746,8,-4.400000,40.871143,-124.101723,10.000000,407162.187500,4525037.000000,
652,Mining,60.70,9.09,9.07,0.00,8.79,"Thu Jul 31, 2025 - 02:00:51",User,1,ppm,,,,,,Mining,<LOD,2.0266,1.8673 , 0.9074,<LOD,2.5079,487264.4062 , 3273.9761,<LOD,1.4234,<LOD,3.0709,<LOD,67.8268,48.8788 , 8.4001,46.5300 , 3.5298,69892.7812 , 159.2957,<LOD,0.0000,3.7644 , 1.6047,1220.4470 , 32.2755,<LOD,1.0760,6.3018 , 0.6018,44.1818 , 6.3578,10.1070 , 0.9559,<LOD,1.7238,38.3407 , 1.0088,<LOD,0.0000,<LOD,5.7760,<LOD,0.8144,22.3647 , 3.4095,380.7267 , 1.5236,<LOD,0.0000,<LOD,1.4585,10305.6670 , 82.9598,4.4265 , 1.4848,154.6924 , 21.9945,<LOD,7.0997,45.7719 , 0.7832,141.5309 , 3.5794,134.9193 , 1.4069,43968.5820 , 253.4311,16431.5918 , 183.9509,110767.1094 , 943.8267,3095.4250 , 37.3752,<LOD,41.5553,36145.6406 , 2186.3923,9024.1572 , 204.4473,89.2540 , 25.5663,210710.5625 , 436.3752,7,-4.200000,40.871140,-124.101715,10.000000,407162.750000,4525036.500000,
653,Mining,61.21,23.26,9.78,8.82,0.00,"Thu Jul 31, 2025 - 02:10:58",User,1,ppm,,,,,,Mining,<LOD,2.3336,<LOD,1.9712,<LOD,2.9066,539976.0625 , 3892.0159,<LOD,1.3950,<LOD,3.3725,<LOD,72.0733,44.8679 , 9.1979,15.3859 , 3.2725,72569.7969 , 139.2076,<LOD,0.0000,<LOD,3.2614,1410.5841 , 35.6486,<LOD,1.0690,3.5970 , 0.5859,39.7455 , 6.8344,10.0700 , 1.0050,<LOD,1.8296,24.8921 , 0.8829,<LOD,0.0000,<LOD,6.3953,<LOD,0.8877,28.3409 , 3.8125,301.5922 , 1.3881,<LOD,0.0000,<LOD,1.1005,12309.5771 , 90.3502,<LOD,2.0377,248.6921 , 25.1610,<LOD,7.1080,34.0626 , 0.7305,122.5165 , 3.5519,95.9590 , 1.2783,38628.9922 , 245.6859,8912.1328 , 147.8759,106378.9531 , 1206.4431,2662.9844 , 39.4823,<LOD,57.4877,25118.3789 , 2635.0515,2464.2859 , 150.5210,141.9507 , 31.8414,188456.5312 , 499.3590,10,-2.700000,40.871147,-124.101700,10.000000,407164.312500,4525037.500000,
654,Mining,61.29,,,,,"Thu Jul 31, 2025 - 02:23:56",User,1,ppm,,,,,,Mining,<LOD,1.9761,1.3420 , 0.6550,<LOD,2.5828,646948.0625 , 3449.9028,<LOD,1.2609,<LOD,3.0192,<LOD,60.0007,171.6885 , 8.3182,44.4811 , 3.5093,56327.5117 , 119.2175,<LOD,0.0000,<LOD,2.1127,999.7558 , 29.7561,<LOD,0.9557,2.7307 , 0.5123,131.3490 , 6.9399,<LOD,1.0292,<LOD,1.5654,1.5112 , 0.5384,<LOD,0.0000,<LOD,5.6740,<LOD,0.7721,13.7560 , 3.3182,284.4999 , 1.2327,<LOD,0.0000,<LOD,0.9519,5344.3896 , 54.0145,<LOD,1.8845,135.7384 , 15.7677,<LOD,6.8214,18.7207 , 0.5289,77.1679 , 2.7432,91.3704 , 1.1405,42739.6016 , 240.7041,2591.2317 , 84.0713,65201.9844 , 915.7593,548.3620 , 195.7363,<LOD,58.4317,33412.8086 , 2700.9497,1093.8431 , 117.8745,<LOD,75.0243,143818.1094 , 464.5570,9,0.700000,40.871132,-124.101692,10.000000,407165.125000,4525035.500000,
655,Mining,60.84,19.15,9.64,9.01,13.52,"Thu Jul 31, 2025 - 02:29:23",User,1,ppm,,,,,,Mining,<LOD,2.2111,<LOD,1.0173,<LOD,2.5090,528805.3750 , 4345.2217,<LOD,1.3793,<LOD,3.2098,<LOD,61.0531,147.8817 , 7.4784,83.9771 , 4.1368,54746.7812 , 121.1751,<LOD,0.0000,<LOD,2.6657,928.4794 , 29.8877,<LOD,0.9778,3.9314 , 0.5332,107.1195 , 6.8475,<LOD,1.1369,<LOD,1.8141,4.2452 , 0.5881,<LOD,0.0000,<LOD,6.0235,<LOD,0.7866,27.8769 , 3.6309,294.1049 , 1.2893,<LOD,0.0000,<LOD,1.0038,5578.4922 , 50.8187,<LOD,1.8755,141.2421 , 14.7350,<LOD,7.1824,19.8730 , 0.5560,60.3367 , 2.6112,91.2553 , 1.1752,48241.4883 , 228.9057,3610.2163 , 86.2312,129848.8750 , 1421.8246,441.8535 , 157.7352,<LOD,57.1017,37371.1602 , 2835.7085,932.2023 , 117.9643,<LOD,46.5710,188513.2344 , 509.9529,9,1.500000,40.871140,-124.101685,10.000000,407165.281250,4525036.500000,
656,Mining,61.67,,,,,"Thu Jul 31, 2025 - 13:10:08",User,1,ppm,,,,,,Mining,<LOD,1.1979,<LOD,0.5080,<LOD,1.4218,788347.3125 , 1094.5284,<LOD,0.7461,<LOD,1.7326,<LOD,5.7984,<LOD,3.5773,<LOD,2.2424,180.3709 , 9.6342,<LOD,0.0000,<LOD,1.2055,<LOD,13.8945,<LOD,0.5858,<LOD,0.4634,<LOD,3.2643,<LOD,0.5453,<LOD,0.9012,<LOD,0.3562,<LOD,0.0000,<LOD,3.3869,<LOD,0.4336,<LOD,2.5923,<LOD,0.1850,<LOD,0.0000,<LOD,0.5522,12.9795 , 5.5443,<LOD,0.7743,5.9052 , 1.9409,<LOD,3.4084,<LOD,0.3279,<LOD,1.2483,<LOD,0.3945,<LOD,8.0413,<LOD,22.7827,<LOD,177.8241,<LOD,20.1261,<LOD,32.7199,<LOD,1163.9427,<LOD,67.5165,<LOD,23.4891,211453.4062 , 376.9214,,,,,,,,
657,Mining,60.44,18.94,9.56,9.85,13.66,"Thu Jul 31, 2025 - 14:12:53",User,1,ppm,,,,,,Mining,<LOD,2.2529,<LOD,1.2046,<LOD,2.5617,555141.7500 , 3051.5676,<LOD,1.3432,<LOD,2.6265,<LOD,61.8142,42.5278 , 7.0888,71.5360 , 3.8147,57510.0664 , 135.6460,<LOD,0.0000,<LOD,2.8676,1109.9484 , 31.0197,<LOD,0.9963,5.5039 , 0.5423,27.0420 , 5.7066,4.0092 , 0.8095,<LOD,1.4068,22.0013 , 0.7884,<LOD,0.0000,<LOD,4.8532,<LOD,0.7840,21.4966 , 2.8940,304.1928 , 1.3187,<LOD,0.0000,<LOD,1.0178,5932.5933 , 57.7382,<LOD,1.8639,146.6527 , 16.4940,<LOD,6.4395,24.0218 , 0.6099,96.8557 , 3.0353,119.2404 , 1.2789,40048.4219 , 236.0580,9890.5830 , 144.2102,103715.3047 , 969.0583,578.4916 , 206.4848,<LOD,61.3911,22338.2598 , 2059.6094,1546.9346 , 112.4989,215.4390 , 26.6739,201087.1562 , 458.2802,6,-7.000000,40.871151,-124.101692,10.000000,407164.718750,4525038.000000,
658,Mining,60.82,23.23,0.00,9.66,9.39,"Thu Jul 31, 2025 - 14:20:54",User,1,ppm,,,,,,Mining,1.6607 , 1.3071,<LOD,1.0966,<LOD,2.3923,636289.8125 , 2717.0837,<LOD,1.2811,<LOD,2.7859,<LOD,56.3047,39.1377 , 6.6204,57.8553 , 3.4826,49827.6367 , 113.9774,<LOD,0.0000,<LOD,1.9967,810.9621 , 27.0376,<LOD,0.9897,7.4021 , 0.5485,<LOD,8.9795,4.8273 , 0.7957,<LOD,1.4390,22.5640 , 0.7972,<LOD,0.0000,<LOD,5.2371,<LOD,0.7399,<LOD,6.5828,350.7173 , 1.3389,<LOD,0.0000,<LOD,1.0464,5701.5132 , 53.2883,2.6253 , 1.3199,142.8007 , 15.3335,<LOD,5.7616,21.8461 , 0.5751,77.2418 , 2.6790,128.5731 , 1.2755,34633.3164 , 210.4659,10496.8691 , 141.7185,77477.6719 , 883.5974,611.3603 , 218.2096,78.4780 , 39.1193,6566.2573 , 1912.1210,1162.9729 , 112.8761,<LOD,41.9411,175485.9219 , 470.1592,6,9.800000,40.871136,-124.101662,10.000000,407167.656250,4525036.000000,
659,Mining,63.87,19.25,11.60,9.13,14.02,"Thu Jul 31, 2025 - 14:22:39",User,1,ppm,,,,,,Mining,<LOD,1.7220,<LOD,1.7401,<LOD,2.5153,485553.6250 , 3116.2957,<LOD,1.6519,<LOD,2.6441,<LOD,60.9693,57.2371 , 7.5001,85.4402 , 3.7629,63904.5703 , 156.8276,<LOD,0.0000,<LOD,3.2113,1175.8613 , 29.8521,<LOD,1.0021,10.8130 , 0.5661,35.9845 , 5.5966,5.8966 , 0.8107,<LOD,1.4671,29.6567 , 0.8727,<LOD,0.0000,<LOD,4.8576,<LOD,0.7362,<LOD,6.0300,443.8422 , 1.5768,<LOD,0.0000,<LOD,1.0370,6666.8574 , 63.5439,3.2908 , 1.3998,152.7911 , 17.9869,<LOD,6.1120,28.6378 , 0.6232,100.0585 , 2.9082,157.9320 , 1.4191,39593.2734 , 248.8445,12224.8672 , 165.2528,129275.5391 , 992.2660,662.9771 , 236.6207,<LOD,43.0742,37126.1250 , 2093.9487,1401.0936 , 100.7262,<LOD,50.0601,221303.6406 , 457.0500,7,9.500000,40.871143,-124.101646,10.000000,407168.500000,4525037.000000,
660,Mining,61.19,14.20,9.99,9.99,9.82,"Thu Jul 31, 2025 - 14:33:57",User,1,ppm,,,,,,Mining,<LOD,1.8480,2.0561 , 0.6940,<LOD,2.4950,527820.6875 , 3856.0562,<LOD,1.2922,<LOD,2.8014,<LOD,53.9680,99.6908 , 7.3759,37.0299 , 3.2147,46422.0586 , 113.7696,<LOD,0.0000,<LOD,2.0694,832.2336 , 27.2294,<LOD,0.9447,4.9759 , 0.5084,72.7746 , 5.8177,<LOD,1.0594,<LOD,1.5317,11.0154 , 0.6708,<LOD,0.0000,<LOD,5.3642,<LOD,0.7123,26.0330 , 3.1963,379.1743 , 1.3911,<LOD,0.0000,<LOD,0.9768,4904.5820 , 51.8342,<LOD,2.6857,112.6313 , 14.6711,<LOD,6.5500,19.3683 , 0.5319,69.9074 , 2.5587,107.6799 , 1.2109,44263.6289 , 236.7173,7742.4341 , 126.1331,127267.8984 , 1249.4202,632.7581 , 225.8422,<LOD,57.6444,38528.1719 , 2542.1047,2210.5923 , 135.4856,141.5155 , 29.5961,198291.0469 , 480.3461,6,7.300000,40.871140,-124.101639,10.000000,407169.500000,4525036.500000,
661,Mining,60.76,17.88,9.85,9.80,13.96,"Thu Jul 31, 2025 - 14:39:28",User,1,ppm,,,,,,Mining,<LOD,3.0002,<LOD,1.4415,<LOD,2.4373,548391.8750 , 3582.3816,<LOD,1.2686,<LOD,2.7554,<LOD,56.5191,147.3711 , 7.0525,55.0656 , 3.4992,51058.0117 , 124.3707,<LOD,0.0000,<LOD,2.2234,883.3229 , 27.9125,<LOD,0.9080,1.8752 , 0.4841,123.7381 , 6.5567,<LOD,0.9930,<LOD,1.4329,10.6755 , 0.6216,<LOD,0.0000,<LOD,5.2386,<LOD,0.7057,10.6788 , 3.0615,228.7093 , 1.0912,<LOD,0.0000,<LOD,0.9358,4739.2173 , 45.4629,<LOD,1.8325,150.3074 , 13.4188,<LOD,6.2481,18.7525 , 0.5220,58.6742 , 2.4155,71.0644 , 0.9998,47452.9688 , 222.6088,4603.7192 , 91.3659,114400.5547 , 1125.6310,266.7823 , 95.2540,<LOD,50.4384,42841.6680 , 2519.6755,532.1984 , 87.5364,<LOD,37.3998,183952.7344 , 459.3987,6,-10.000000,40.871185,-124.101685,10.000000,407165.468750,4525041.500000,
662,Mining,61.28,19.73,9.69,9.21,13.63,"Thu Jul 31, 2025 - 14:46:15",User,1,ppm,,,,,,Mining,<LOD,1.8579,<LOD,1.9034,<LOD,2.1930,859996.2500 , 1759.1442,<LOD,1.1541,<LOD,2.7832,58.2346 , 18.8799,29.2132 , 4.9501,<LOD,3.5313,10275.4033 , 59.5478,<LOD,0.0000,<LOD,1.7292,266.9324 , 20.1251,<LOD,0.9652,7.4484 , 0.5083,<LOD,5.7343,11.2124 , 0.8307,<LOD,1.4320,68.4762 , 1.0379,<LOD,0.0000,<LOD,5.1547,<LOD,0.6526,<LOD,4.3936,65.2198 , 0.5701,<LOD,0.0000,6.5365 , 0.7063,767.1518 , 24.8910,<LOD,1.3767,11.9736 , 6.3343,<LOD,5.2526,24.2867 , 0.6148,35.1990 , 2.0035,195.5447 , 1.2590,3619.9058 , 77.4410,13476.5127 , 151.6092,15592.9775 , 452.6803,670.5690 , 239.3286,<LOD,95.0715,<LOD,2127.1293,<LOD,202.5619,<LOD,56.5901,94820.9062 , 464.4590,8,-7.900000,40.871181,-124.101662,10.000000,407167.718750,4525041.000000,
663,Mining,61.07,17.46,9.55,9.74,14.68,"Thu Jul 31, 2025 - 14:49:55",User,1,ppm,,,,,,Mining,<LOD,3.1693,3.4544 , 0.7992,<LOD,2.4430,691584.0000 , 2862.8650,<LOD,1.3776,<LOD,2.9406,<LOD,67.6377,26.6989 , 5.7962,18.1562 , 3.2165,66006.0469 , 128.5134,<LOD,0.0000,<LOD,2.8001,1469.1743 , 35.3921,<LOD,1.0782,6.1013 , 0.5886,22.6976 , 6.2352,<LOD,1.1797,<LOD,1.5832,21.6135 , 0.8260,<LOD,0.0000,<LOD,5.3590,<LOD,0.7878,<LOD,4.9792,254.4189 , 1.2429,<LOD,0.0000,<LOD,1.0365,5892.6113 , 50.3599,<LOD,2.2184,119.5571 , 14.2574,<LOD,6.5765,30.1641 , 0.6831,103.0089 , 3.2474,145.0037 , 1.3930,24681.2480 , 171.2580,6665.5708 , 110.0291,62369.6406 , 815.9102,375.8928 , 134.1970,<LOD,56.1394,13882.7539 , 2150.4102,717.4818 , 97.0471,<LOD,42.5738,125604.7031 , 422.4915,8,-7.100000,40.871178,-124.101654,10.000000,407168.125000,4525041.000000,
664,Mining,60.74,23.22,0.00,9.92,9.82,"Thu Jul 31, 2025 - 16:34:31",User,1,ppm,,,,,,Mining,1.8715 , 1.2629,<LOD,1.7043,<LOD,2.3811,590289.3125 , 2919.4519,<LOD,1.2772,<LOD,2.6762,<LOD,61.9028,39.6268 , 6.2031,76.4850 , 3.9088,56957.0742 , 128.9534,<LOD,0.0000,<LOD,2.7204,1004.8171 , 30.1028,<LOD,0.9863,5.0070 , 0.5410,20.4790 , 5.6856,<LOD,1.1079,<LOD,1.4284,13.2505 , 0.6982,<LOD,0.0000,<LOD,5.0384,<LOD,0.7450,<LOD,6.9471,305.3575 , 1.3168,<LOD,0.0000,<LOD,1.2908,5432.4692 , 49.1130,<LOD,1.8774,134.6397 , 14.0243,<LOD,6.2480,21.9329 , 0.5835,79.2679 , 2.8347,97.7453 , 1.2067,40682.6602 , 209.3986,7155.6592 , 110.8863,92304.5547 , 921.3038,437.3079 , 156.1131,<LOD,50.0344,17117.3887 , 2003.9930,1255.1223 , 107.1448,<LOD,36.9394,186567.9531 , 446.5206,7,13.500000,40.871090,-124.101677,10.000000,407166.468750,4525031.000000,
665,Mining,60.52,18.00,9.30,9.81,14.75,"Thu Jul 31, 2025 - 16:38:36",User,1,ppm,,,,,,Mining,<LOD,1.9575,1.5480 , 0.7179,<LOD,2.4241,561732.8750 , 3568.2881,<LOD,1.3739,<LOD,2.9109,<LOD,58.9288,100.9296 , 6.9817,64.1031 , 3.8031,48059.8398 , 119.4580,<LOD,0.0000,<LOD,2.1455,927.7971 , 30.0779,<LOD,0.9780,4.6686 , 0.5430,21.0831 , 5.6820,<LOD,1.1117,<LOD,1.5319,13.0786 , 0.7095,<LOD,0.0000,<LOD,5.4532,<LOD,0.7397,13.8463 , 3.1835,291.0695 , 1.2943,<LOD,0.0000,<LOD,1.0396,4596.0503 , 47.7400,<LOD,2.0586,103.5135 , 13.3875,<LOD,6.6955,21.6688 , 0.5859,60.7369 , 2.6201,93.0718 , 1.1898,40395.6797 , 213.8677,8262.6602 , 121.7688,100431.0703 , 1112.2966,531.8714 , 189.8532,<LOD,59.1404,24942.3145 , 2417.4253,1742.0675 , 138.3536,148.4146 , 31.9896,207440.0469 , 505.8821,6,13.200000,40.871101,-124.101669,10.000000,407166.625000,4525032.500000,
